path,art_movement,author_name,painting_name,x,y
Artists2/Hans Holbein The Younger/Portrait Of Dr John Chambers.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Dr John Chambers,0.0023146756579660076,0.003179156627925757
Artists2/Hans Holbein The Younger/Portrait Of Edward Vi As A Child.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Edward Vi As A Child,0.0015404337952453489,0.0020951186261635897
Artists2/Hans Holbein The Younger/Portrait Of Erasmus Of Rotterdam 1523.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Erasmus Of Rotterdam 1523,0.0018159837487203587,0.0024597769781271894
Artists2/Hans Holbein The Younger/Portrait Of Erasmus Of Rotterdam Writing 1523.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Erasmus Of Rotterdam Writing 1523,0.0016213547279998195,0.0022075995533130523
Artists2/Hans Holbein The Younger/Portrait Of Henry Brandon.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Henry Brandon,0.0013138132008582095,0.001817633923242935
Artists2/Hans Holbein The Younger/Portrait Of Henry Viii 1540.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Henry Viii 1540,0.002546864493410555,0.003353681946464903
Artists2/Hans Holbein The Younger/Portrait Of Henry Viii King Of England.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Henry Viii King Of England,0.0017810960763857825,0.002365475470874428
Artists2/Hans Holbein The Younger/Portrait Of Henry Viii.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Henry Viii,0.0016881583442264329,0.00238753924469713
Artists2/Hans Holbein The Younger/Portrait Of Jakob Meyer Zum Hasen 1516.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Jakob Meyer Zum Hasen 1516,0.002118468708006405,0.0027820057233336718
Artists2/Hans Holbein The Younger/Portrait Of Jakob Meyer Zum Hasen Mayor Of Basel 1528.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Jakob Meyer Zum Hasen Mayor Of Basel 1528,0.0022668264704132314,0.0030190282909808297
Artists2/Hans Holbein The Younger/Portrait Of Jane Pemberton.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Jane Pemberton,0.0015730456612733405,0.0023412521642529843
Artists2/Hans Holbein The Younger/Portrait Of Jane Seymour 1537.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Jane Seymour 1537,0.0017398920117360922,0.0025393738803796105
Artists2/Hans Holbein The Younger/Portrait Of Jane Seymour.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Jane Seymour,0.0017574855795508815,0.0028710223346314107
Artists2/Hans Holbein The Younger/Portrait Of Lady Mary Guildford 1527.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Lady Mary Guildford 1527,0.0025049910714602637,0.003677051042382787
Artists2/Hans Holbein The Younger/Portrait Of Margaret Wyatt Lady Lee 1540.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Margaret Wyatt Lady Lee 1540,0.0018161393377648044,0.0031064664585516146
Artists2/Hans Holbein The Younger/Portrait Of Mary Wotton Lady Guildenford 1527.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Mary Wotton Lady Guildenford 1527,0.001577287572939707,0.0026747721498294407
Artists2/Hans Holbein The Younger/Portrait Of Nicholas Kratzer 1528.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Nicholas Kratzer 1528,0.00225468646806414,0.0030869058622560942
Artists2/Hans Holbein The Younger/Portrait Of Nobleman With A Falcon 1542.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Nobleman With A Falcon 1542,0.0012357698122822498,0.0017115236459169065
Artists2/Hans Holbein The Younger/Portrait Of Philipp Melanchthon.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Philipp Melanchthon,0.0019519339543066381,0.0025985447543302527
Artists2/Hans Holbein The Younger/Portrait Of Robert Cheseman 1533.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Robert Cheseman 1533,0.0013325523181548528,0.0018211219007449736
Artists2/Hans Holbein The Younger/Portrait Of Simon George Of Quocote.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Simon George Of Quocote,0.001598773612741359,0.0021644272297298007
Artists2/Hans Holbein The Younger/Portrait Of Sir Brian Tuke.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Brian Tuke,0.001375526619587577,0.000551157507427363
Artists2/Hans Holbein The Younger/Portrait Of Sir Henry Guildford 1527.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Henry Guildford 1527,0.002394054103339257,0.0032429895743853673
Artists2/Hans Holbein The Younger/Portrait Of Sir Nicholas Carew.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Nicholas Carew,0.0024167018040630816,0.0033052204212825026
Artists2/Hans Holbein The Younger/Portrait Of Sir Nicholas Poyntz 1535.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Nicholas Poyntz 1535,0.0022325307262177304,0.0031112066013480487
Artists2/Hans Holbein The Younger/Portrait Of Sir Richard Southwell 1536.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Richard Southwell 1536,0.002099952910387397,0.0029030220302240506
Artists2/Hans Holbein The Younger/Portrait Of Sir Richard Southwell.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Richard Southwell,0.002251618938532105,0.0032860759597828746
Artists2/Hans Holbein The Younger/Portrait Of Sir Thomas More 1527.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Sir Thomas More 1527,0.0017962583737490484,0.002443652963045854
Artists2/Hans Holbein The Younger/Portrait Of Thomas Cromwell.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Thomas Cromwell,0.001985562272685044,0.0026963483336994664
Artists2/Hans Holbein The Younger/Portrait Of Thomas Howard 1539.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of Thomas Howard 1539,0.0020437193175502637,0.002708613648967198
Artists2/Hans Holbein The Younger/Portrait Of William Warham Archbishop Of Canberbury 1527.jpg,Northern Renaissance,Hans Holbein The Younger,Portrait Of William Warham Archbishop Of Canberbury 1527,0.0012430552480892278,0.0010467622596269657
Artists2/Hans Holbein The Younger/Presumed Portrait Of The Artist0S Wife.jpg,Northern Renaissance,Hans Holbein The Younger,Presumed Portrait Of The Artist0S Wife,0.001462334560482524,0.0024658253628458277
Artists2/Hans Holbein The Younger/Printer S Device Of Johannes Froben.jpg,Northern Renaissance,Hans Holbein The Younger,Printer S Device Of Johannes Froben,0.0012706484626823003,-0.0029736523693539114
Artists2/Hans Holbein The Younger/Queen Mary I Tudor 1536.jpg,Northern Renaissance,Hans Holbein The Younger,Queen Mary I Tudor 1536,0.0017001882458097784,0.0024724565167150996
Artists2/Hans Holbein The Younger/Self Portrait 1542.jpg,Northern Renaissance,Hans Holbein The Younger,Self Portrait 1542,0.001584679107754455,0.002141813381542704
Artists2/Hans Holbein The Younger/Simon George Of Quocote 1536.jpg,Northern Renaissance,Hans Holbein The Younger,Simon George Of Quocote 1536,0.0018156463089900492,0.002581889875344742
Artists2/Hans Holbein The Younger/Sir Henry Guildford 1527.jpg,Northern Renaissance,Hans Holbein The Younger,Sir Henry Guildford 1527,0.0016683811969155694,0.002231616360758115
Artists2/Hans Holbein The Younger/Sir Henry Wyatt.jpg,Northern Renaissance,Hans Holbein The Younger,Sir Henry Wyatt,0.0015670573241611473,0.0021720911392704117
Artists2/Hans Holbein The Younger/Sir Thomas Eliot.jpg,Northern Renaissance,Hans Holbein The Younger,Sir Thomas Eliot,0.0022383504701177902,0.0029587921446697857
Artists2/Hans Holbein The Younger/Sir William Butts.jpg,Northern Renaissance,Hans Holbein The Younger,Sir William Butts,0.0022558370424627153,0.0031144213857896316
Artists2/Hans Holbein The Younger/Solomon And The Queen Of Sheba.jpg,Northern Renaissance,Hans Holbein The Younger,Solomon And The Queen Of Sheba,0.0013477719034426332,-0.013463775888049812
Artists2/Hans Holbein The Younger/St Barbara 1516.jpg,Northern Renaissance,Hans Holbein The Younger,St Barbara 1516,0.0018991766744251846,-0.01984134471500205
Artists2/Hans Holbein The Younger/St John The Baptist.jpg,Northern Renaissance,Hans Holbein The Younger,St John The Baptist,0.0013364870030512699,-0.014197062953805763
Artists2/Hans Holbein The Younger/St Ursula.jpg,Northern Renaissance,Hans Holbein The Younger,St Ursula,0.0015515512758320826,-0.01601892189657615
Artists2/Hans Holbein The Younger/Study For The Family Portrait Of Thomas More.jpg,Northern Renaissance,Hans Holbein The Younger,Study For The Family Portrait Of Thomas More,0.0015129631267272964,0.0020105350246848908
Artists2/Hans Holbein The Younger/The Agony In The Garden.jpg,Northern Renaissance,Hans Holbein The Younger,The Agony In The Garden,0.0014092469864987619,-0.014762813977102055
Artists2/Hans Holbein The Younger/The Ambassadors 1533.jpg,Northern Renaissance,Hans Holbein The Younger,The Ambassadors 1533,0.0014771665469405085,0.0021427230910594053
Artists2/Hans Holbein The Younger/The Body Of The Dead Christ In The Tomb 1521.jpg,Northern Renaissance,Hans Holbein The Younger,The Body Of The Dead Christ In The Tomb 1521,0.0016366137789338142,-0.017382054791046975
Artists2/Hans Holbein The Younger/The Humiliation Of The Emperor Valerian By The Persian King Sapor 1521.jpg,Northern Renaissance,Hans Holbein The Younger,The Humiliation Of The Emperor Valerian By The Persian King Sapor 1521,0.001212727157299934,0.0009190571761629531
Artists2/Hans Holbein The Younger/The Last Supper.jpg,Northern Renaissance,Hans Holbein The Younger,The Last Supper,0.0015667623763625162,-0.01639558772168849
Artists2/Hans Holbein The Younger/The Noble Lady.jpg,Northern Renaissance,Hans Holbein The Younger,The Noble Lady,0.0013646002708896693,-0.00017524283662568446
Artists2/Hans Holbein The Younger/The Passion.jpg,Northern Renaissance,Hans Holbein The Younger,The Passion,0.0017619566320578436,-0.01876085359400437
Artists2/Hans Holbein The Younger/The Plowman.jpg,Northern Renaissance,Hans Holbein The Younger,The Plowman,0.001409537053855822,-0.00023286157856756916
Artists2/Hans Holbein The Younger/The Rich Man The Queen.jpg,Northern Renaissance,Hans Holbein The Younger,The Rich Man The Queen,0.0013565207763822354,-0.00017182092833937281
Artists2/Hans Holbein The Younger/The Solothurn Madonna 1522.jpg,Northern Renaissance,Hans Holbein The Younger,The Solothurn Madonna 1522,0.0014207720779559868,-0.015133171113504588
Artists2/Hans Holbein The Younger/The Spinner.jpg,Northern Renaissance,Hans Holbein The Younger,The Spinner,0.0014270951996303166,-0.00022247112511528366
Artists2/Hans Holbein The Younger/The Triumph Of Riches.jpg,Northern Renaissance,Hans Holbein The Younger,The Triumph Of Riches,0.0012363563860181177,-0.00028391793792540603
Artists2/Hans Holbein The Younger/Thomas Godsalve Of Norwich And His Son John 1528.jpg,Northern Renaissance,Hans Holbein The Younger,Thomas Godsalve Of Norwich And His Son John 1528,0.002441454528486825,0.0033351321712778094
Artists2/Hans Holbein The Younger/Thomas More.jpg,Northern Renaissance,Hans Holbein The Younger,Thomas More,0.001625581164635723,0.002262358847169729
Artists2/Hans Holbein The Younger/Title Page In The Form Of A Renaissance Niche 1516.jpg,Northern Renaissance,Hans Holbein The Younger,Title Page In The Form Of A Renaissance Niche 1516,0.0015877085053414295,-0.0036341697735846447
Artists2/Hans Holbein The Younger/Title Plate With St Peter And St Paul 1523.jpg,Northern Renaissance,Hans Holbein The Younger,Title Plate With St Peter And St Paul 1523,0.001100367912950001,-0.00907062898164492
Artists2/Hans Holbein The Younger/Triumph Of Wealth.jpg,Northern Renaissance,Hans Holbein The Younger,Triumph Of Wealth,0.00130535463908378,0.0005663834027923519
Artists2/Hans Holbein The Younger/Unknown Gentleman With Music Books And Lute.jpg,Northern Renaissance,Hans Holbein The Younger,Unknown Gentleman With Music Books And Lute,0.002310318693131245,0.00323877531133352
Artists2/Hans Holbein The Younger/Unknown Young Man At His Office Desk.jpg,Northern Renaissance,Hans Holbein The Younger,Unknown Young Man At His Office Desk,0.0021231941756543944,0.0028425047526455453
Artists2/Hans Holbein The Younger/Venus And Amor.jpg,Northern Renaissance,Hans Holbein The Younger,Venus And Amor,0.001109062676219509,0.0010513962756787151
Artists2/Hans Memling/Annunciation 1467.jpg,Northern Renaissance,Hans Memling,Annunciation 1467,0.0007686462050557448,-0.01097955407410964
Artists2/Hans Memling/The Annunciation.jpg,Northern Renaissance,Hans Memling,The Annunciation,0.0010246933020291698,-0.012128805088613576
Artists2/Hans Memling/The Archangel Michael 1479.jpg,Northern Renaissance,Hans Memling,The Archangel Michael 1479,0.00176716999418592,-0.018912404591598573
Artists2/Hieronymus Bosch/A Comical Barber Scene.jpg,Northern Renaissance,Hieronymus Bosch,A Comical Barber Scene,0.0016307457010429059,-0.0045605610592152745
Artists2/Hieronymus Bosch/A Peasant And Three Bustlength Figures 1515.jpg,Northern Renaissance,Hieronymus Bosch,A Peasant And Three Bustlength Figures 1515,0.0022364149729335353,-0.005715110279389004
Artists2/Hieronymus Bosch/Adoration Of The Child.jpg,Northern Renaissance,Hieronymus Bosch,Adoration Of The Child,0.0016868778587222095,-0.017839737617492774
Artists2/Hieronymus Bosch/Adoration Of The Magi 1516 1.jpg,Northern Renaissance,Hieronymus Bosch,Adoration Of The Magi 1516 1,0.0019153277343921216,-0.01996855070767723
Artists2/Hieronymus Bosch/Adoration Of The Magi 1516 2.jpg,Northern Renaissance,Hieronymus Bosch,Adoration Of The Magi 1516 2,0.0019709348135151265,-0.02028754136280465
Artists2/Hieronymus Bosch/Adoration Of The Magi 1516.jpg,Northern Renaissance,Hieronymus Bosch,Adoration Of The Magi 1516,0.0011387962579238776,-0.01451015125371343
Artists2/Hieronymus Bosch/Adoration Of The Magi.jpg,Northern Renaissance,Hieronymus Bosch,Adoration Of The Magi,0.0020720047422703616,-0.02041770473789529
Artists2/Hieronymus Bosch/Allegory Of Gluttony And Lust 1500.jpg,Northern Renaissance,Hieronymus Bosch,Allegory Of Gluttony And Lust 1500,0.0019953240645051726,-0.019539738205685612
Artists2/Hieronymus Bosch/Animal Studies.jpg,Northern Renaissance,Hieronymus Bosch,Animal Studies,0.0019666039981848923,-0.005092174377495617
Artists2/Hieronymus Bosch/Ascent Of The Blessed 1504.jpg,Northern Renaissance,Hieronymus Bosch,Ascent Of The Blessed 1504,0.0012476845063033929,-0.011377194837518766
Artists2/Hieronymus Bosch/Beehive And Witches.jpg,Northern Renaissance,Hieronymus Bosch,Beehive And Witches,0.0017610273350879353,-0.0009823975809949534
Artists2/Hieronymus Bosch/Beggars.jpg,Northern Renaissance,Hieronymus Bosch,Beggars,0.0021115966235139972,-0.005333460165897463
Artists2/Hieronymus Bosch/Christ Carrying The Cross 1.jpg,Northern Renaissance,Hieronymus Bosch,Christ Carrying The Cross 1,0.002116270681492693,-0.02218198360571836
Artists2/Hieronymus Bosch/Christ Carrying The Cross 1490.jpg,Northern Renaissance,Hieronymus Bosch,Christ Carrying The Cross 1490,0.0016752492732567243,-0.017367198548777694
Artists2/Hieronymus Bosch/Christ Carrying The Cross.jpg,Northern Renaissance,Hieronymus Bosch,Christ Carrying The Cross,0.0013376738635065086,-0.0044111835237746035
Artists2/Hieronymus Bosch/Christ Child With A Walking Frame.jpg,Northern Renaissance,Hieronymus Bosch,Christ Child With A Walking Frame,0.001574077819086893,-0.015775810675625647
Artists2/Hieronymus Bosch/Christ Crowned With Thorns 1510.jpg,Northern Renaissance,Hieronymus Bosch,Christ Crowned With Thorns 1510,0.002021566789547807,-0.020659882864965527
Artists2/Hieronymus Bosch/Cripples.jpg,Northern Renaissance,Hieronymus Bosch,Cripples,0.0021922993228335247,-0.020557477541462178
Artists2/Hieronymus Bosch/Crowned With Thorns 1500.jpg,Northern Renaissance,Hieronymus Bosch,Crowned With Thorns 1500,0.0016061295802045465,-0.017545185462516766
Artists2/Hieronymus Bosch/Crucifixion With A Donor 1485.jpg,Northern Renaissance,Hieronymus Bosch,Crucifixion With A Donor 1485,0.0016639994792831652,-0.017193258971535202
Artists2/Hieronymus Bosch/Death And The Miser 1.jpg,Northern Renaissance,Hieronymus Bosch,Death And The Miser 1,0.0016168505823343138,-0.004524299134253148
Artists2/Hieronymus Bosch/Death And The Miser 1490 1.jpg,Northern Renaissance,Hieronymus Bosch,Death And The Miser 1490 1,0.0019039454004852,-0.01866361238698191
Artists2/Hieronymus Bosch/Death And The Miser 1490.jpg,Northern Renaissance,Hieronymus Bosch,Death And The Miser 1490,0.0019361719508205822,-0.0189964663936377
Artists2/Hieronymus Bosch/Death And The Miser 1516.jpg,Northern Renaissance,Hieronymus Bosch,Death And The Miser 1516,0.0014486015018836955,-0.014153335336776856
Artists2/Hieronymus Bosch/Death And The Miser 2.jpg,Northern Renaissance,Hieronymus Bosch,Death And The Miser 2,0.0015469209579540828,-0.01514905846561311
Artists2/Hieronymus Bosch/Death And The Miser.jpg,Northern Renaissance,Hieronymus Bosch,Death And The Miser,0.0017290383849169501,-0.016965514504770293
Artists2/Hieronymus Bosch/Death Of Whore.jpg,Northern Renaissance,Hieronymus Bosch,Death Of Whore,0.00173006990369126,-0.01689585783744759
Artists2/Hieronymus Bosch/Epiphany.jpg,Northern Renaissance,Hieronymus Bosch,Epiphany,0.0016447870015765232,-0.016662324724757968
Artists2/Hieronymus Bosch/Figure In A Beehive And A Monsterb A Cursory Sketch Of Two Women.jpg,Northern Renaissance,Hieronymus Bosch,Figure In A Beehive And A Monsterb A Cursory Sketch Of Two Women,0.001890016913342524,-0.001095013839012153
Artists2/Hieronymus Bosch/Fox And Rooster.jpg,Northern Renaissance,Hieronymus Bosch,Fox And Rooster,0.0012464633554344642,-0.0005351770564372386
Artists2/Hieronymus Bosch/Group Of Male Figures.jpg,Northern Renaissance,Hieronymus Bosch,Group Of Male Figures,0.0016303792311330048,-0.004559850562643616
Artists2/Hieronymus Bosch/Group Of Victims.jpg,Northern Renaissance,Hieronymus Bosch,Group Of Victims,0.0016162653941597363,-0.015733166619686607
Artists2/Hieronymus Bosch/Haywain 1.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1,0.0013785115004163984,-0.013998479948823361
Artists2/Hieronymus Bosch/Haywain 1500 1.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 1,0.0013711515240652156,-0.013370897213923759
Artists2/Hieronymus Bosch/Haywain 1500 2.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 2,0.002491318531026956,-0.02427208089970806
Artists2/Hieronymus Bosch/Haywain 1500 3.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 3,0.0026190849773996125,-0.02551522406997873
Artists2/Hieronymus Bosch/Haywain 1500 4.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 4,0.0023368113422798575,-0.022960832279732064
Artists2/Hieronymus Bosch/Haywain 1500 5.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 5,0.002002682546673948,-0.01963766053803311
Artists2/Hieronymus Bosch/Haywain 1500 6.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 6,0.0016406863399935718,-0.015892276838300655
Artists2/Hieronymus Bosch/Haywain 1500 7.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500 7,0.002069579138473771,-0.020257843637625943
Artists2/Hieronymus Bosch/Haywain 1500.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1500,0.002422461965935857,-0.02362396283459874
Artists2/Hieronymus Bosch/Haywain 1502 1.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1502 1,0.0018232391042450073,-0.01771517176960681
Artists2/Hieronymus Bosch/Haywain 1502.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 1502,0.0012687747396603556,-0.012371896333051682
Artists2/Hieronymus Bosch/Haywain 2.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 2,0.001337083984354102,-0.013179829338553321
Artists2/Hieronymus Bosch/Haywain 3.jpg,Northern Renaissance,Hieronymus Bosch,Haywain 3,0.0015701252572936492,-0.015402603123597931
Artists2/Hieronymus Bosch/Haywain.jpg,Northern Renaissance,Hieronymus Bosch,Haywain,0.0012246491105937002,-0.012418852883676987
Artists2/Hieronymus Bosch/Head Of A Halberdier.jpg,Northern Renaissance,Hieronymus Bosch,Head Of A Halberdier,0.0016363294949330955,0.0023801395979798417
Artists2/Hieronymus Bosch/Head Of An Old Woman.jpg,Northern Renaissance,Hieronymus Bosch,Head Of An Old Woman,0.0014077937811730306,0.0024533709832088267
Artists2/Hieronymus Bosch/Hell 1504.jpg,Northern Renaissance,Hieronymus Bosch,Hell 1504,0.0016660945358224334,-0.016404675857171324
Artists2/Hieronymus Bosch/Hell Fall Of The Damned 1504.jpg,Northern Renaissance,Hieronymus Bosch,Hell Fall Of The Damned 1504,0.0013624405442629144,-0.013593426780399613
Artists2/Hieronymus Bosch/Hermit Saints Triptych Left Panel.jpg,Northern Renaissance,Hieronymus Bosch,Hermit Saints Triptych Left Panel,0.0013524956907089462,-0.013056870859914468
Artists2/Hieronymus Bosch/Hermit Saints Triptych Right Panel.jpg,Northern Renaissance,Hieronymus Bosch,Hermit Saints Triptych Right Panel,0.001360399871303541,-0.013112209928844105
Artists2/Hieronymus Bosch/Hermit Saints Triptych.jpg,Northern Renaissance,Hieronymus Bosch,Hermit Saints Triptych,0.0013591580270641706,-0.013361422821157121
Artists2/Hieronymus Bosch/Last Judgement Left Wing Of The Triptych.jpg,Northern Renaissance,Hieronymus Bosch,Last Judgement Left Wing Of The Triptych,0.0023885219781404183,-0.023451246811666
Artists2/Hieronymus Bosch/Last Judgement.jpg,Northern Renaissance,Hieronymus Bosch,Last Judgement,0.0026847095530857595,-0.026137779028837967
Artists2/Hieronymus Bosch/Last Judgment Right Wing.jpg,Northern Renaissance,Hieronymus Bosch,Last Judgment Right Wing,0.0018920501418875529,-0.018367173850062722
Artists2/Hieronymus Bosch/Mankind Beset By Devils Reverse Of Noah Panel 1504.jpg,Northern Renaissance,Hieronymus Bosch,Mankind Beset By Devils Reverse Of Noah Panel 1504,0.001997248371067971,-0.019607068910539687
Artists2/Hieronymus Bosch/Mankind Beset By Devils Reverse Of Rebel Angels Panel 1504.jpg,Northern Renaissance,Hieronymus Bosch,Mankind Beset By Devils Reverse Of Rebel Angels Panel 1504,0.002061194079323891,-0.02025307174379379
Artists2/Hieronymus Bosch/Mary And John Mary And John At The Foot Of The Cross 1516.jpg,Northern Renaissance,Hieronymus Bosch,Mary And John Mary And John At The Foot Of The Cross 1516,0.0014010933396512674,-0.006499128290071539
Artists2/Hieronymus Bosch/Moorish Battle Two.jpg,Northern Renaissance,Hieronymus Bosch,Moorish Battle Two,0.0022360666869300732,-0.005709307994572169
Artists2/Hieronymus Bosch/Nest Of Owls.jpg,Northern Renaissance,Hieronymus Bosch,Nest Of Owls,0.0018204839692881082,-0.004695500399674228
Artists2/Hieronymus Bosch/Noah S Ark On Mount Ararat Obverse.jpg,Northern Renaissance,Hieronymus Bosch,Noah S Ark On Mount Ararat Obverse,0.0021181114913971237,-0.021713716473650183
Artists2/Hieronymus Bosch/Not_Detected_195349.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195349,0.00140293217930575,-0.01393621174489618
Artists2/Hieronymus Bosch/Not_Detected_195350.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195350,0.0014551436111151176,-0.013643756569954467
Artists2/Hieronymus Bosch/Not_Detected_195351.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195351,0.0017017330536585932,-0.016230885328336008
Artists2/Hieronymus Bosch/Not_Detected_195353.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195353,0.002324206619784738,-0.022972608422019845
Artists2/Hieronymus Bosch/Not_Detected_195354.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195354,0.002023676811544885,-0.019853411840469962
Artists2/Hieronymus Bosch/Not_Detected_195355.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195355,0.00221745577800462,-0.005761944541265044
Artists2/Hieronymus Bosch/Not_Detected_195357.jpg,Northern Renaissance,Hieronymus Bosch,Not_Detected_195357,0.0013756753531940168,-0.014210394726952682
Artists2/Hieronymus Bosch/Paradise.jpg,Northern Renaissance,Hieronymus Bosch,Paradise,0.001627617645797406,-0.015952585026356197
Artists2/Hieronymus Bosch/Passion Of The Christ 1515 1.jpg,Northern Renaissance,Hieronymus Bosch,Passion Of The Christ 1515 1,0.0016745669702775405,-0.017191910003737088
Artists2/Hieronymus Bosch/Passion Of The Christ 1515.jpg,Northern Renaissance,Hieronymus Bosch,Passion Of The Christ 1515,0.001676403024183742,-0.01725542502561078
Artists2/Hieronymus Bosch/Saint Christopher 1.jpg,Northern Renaissance,Hieronymus Bosch,Saint Christopher 1,0.0011962696062276456,-0.00033905565530550956
Artists2/Hieronymus Bosch/Saint Christopher.jpg,Northern Renaissance,Hieronymus Bosch,Saint Christopher,0.0012327390624752225,-0.012812082330804088
Artists2/Hieronymus Bosch/Saint John The Evangelist On Patmos 1485.jpg,Northern Renaissance,Hieronymus Bosch,Saint John The Evangelist On Patmos 1485,0.001569192020191046,-0.016233548930702692
Artists2/Hieronymus Bosch/Scenes In Hell.jpg,Northern Renaissance,Hieronymus Bosch,Scenes In Hell,0.002078450018810839,-0.019455397402668356
Artists2/Hieronymus Bosch/Sketches For A Temptation Of St Anthony.jpg,Northern Renaissance,Hieronymus Bosch,Sketches For A Temptation Of St Anthony,0.0020254449181672453,-0.01895669374038167
Artists2/Hieronymus Bosch/St Anthony St Giles 1499.jpg,Northern Renaissance,Hieronymus Bosch,St Anthony St Giles 1499,0.0015121151537220105,-0.015430562221968898
Artists2/Hieronymus Bosch/St Jacob And The Magician.jpg,Northern Renaissance,Hieronymus Bosch,St Jacob And The Magician,0.0017299886694921635,-0.0169703579375758
Artists2/Hieronymus Bosch/St Jacques And The Magician Hermogenes.jpg,Northern Renaissance,Hieronymus Bosch,St Jacques And The Magician Hermogenes,0.001972409702851435,-0.020537241447642882
Artists2/Hieronymus Bosch/St Jerome Praying 1500.jpg,Northern Renaissance,Hieronymus Bosch,St Jerome Praying 1500,0.0016941417265314616,-0.01717906434656851
Artists2/Hieronymus Bosch/St John The Baptist In Meditation 1499.jpg,Northern Renaissance,Hieronymus Bosch,St John The Baptist In Meditation 1499,0.0015999028928893957,-0.016984873471990288
Artists2/Hieronymus Bosch/St John The Evangelist On Patmos Reverse.jpg,Northern Renaissance,Hieronymus Bosch,St John The Evangelist On Patmos Reverse,0.0013804447399308022,-0.014338755248359746
Artists2/Hieronymus Bosch/St Liberata Triptych 1504.jpg,Northern Renaissance,Hieronymus Bosch,St Liberata Triptych 1504,0.0020164604564107476,-0.020676310700291387
Artists2/Hieronymus Bosch/Studies Of Monsters.jpg,Northern Renaissance,Hieronymus Bosch,Studies Of Monsters,0.0020920459105512475,-0.005383087814795952
Artists2/Hieronymus Bosch/Studies.jpg,Northern Renaissance,Hieronymus Bosch,Studies,0.0019792599933549,-0.005248657097959595
Artists2/Hieronymus Bosch/Study Of Monsters.jpg,Northern Renaissance,Hieronymus Bosch,Study Of Monsters,0.0022570715192118014,-0.00584435110263814
Artists2/Hieronymus Bosch/Temptation Of St Anthony 1.jpg,Northern Renaissance,Hieronymus Bosch,Temptation Of St Anthony 1,0.0012888640775796198,-0.01251284588740127
Artists2/Hieronymus Bosch/Temptation Of St Anthony 1506.jpg,Northern Renaissance,Hieronymus Bosch,Temptation Of St Anthony 1506,0.0015049617249967321,-0.014966376567172314
Artists2/Hieronymus Bosch/Temptation Of St Anthony 2.jpg,Northern Renaissance,Hieronymus Bosch,Temptation Of St Anthony 2,0.001900867699866741,-0.018661201194329943
Artists2/Hieronymus Bosch/Temptation Of St Anthony 3.jpg,Northern Renaissance,Hieronymus Bosch,Temptation Of St Anthony 3,0.0014456137866829782,-0.014141400779829368
